IngredientID,IngredientName,Category,VegNonVeg,Calories_100g,Protein_g,Carbs_g,Fat_g,Rasa,Virya,Guna,DoshaEffect
ING524,Edamame,Legume,Veg,122,11.0,10.0,5.0,"Sweet",Cooling,"Heavy, Moist","V- P- K0"
ING525,Lentils (Brown),Legume,Veg,352,24.6,63.0,1.1,"Sweet, Astringent",Heating,"Light, Dry","V+ P0 K0"
ING526,Lentils (Green),Legume,Veg,352,24.6,63.0,1.1,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K0"
ING527,Lentils (Black/Beluga),Legume,Veg,341,26.0,60.0,1.0,"Sweet, Astringent",Cooling,"Heavy, Dry","V+ P- K0"
ING528,Baby Corn,Vegetable,Veg,26,2.0,6.0,0.5,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING529,Cherry Tomato,Vegetable,Veg,18,0.9,3.9,0.2,"Sour, Sweet",Heating,"Light, Oily","V- P+ K+"
ING530,Bean Sprouts,Vegetable,Veg,30,3.0,6.0,0.2,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING531,Jalapeno,Vegetable,Veg,29,0.9,6.5,0.4,"Pungent",Heating,"Sharp, Light","V+ P+ K-"
ING532,Habanero Chili,Vegetable,Veg,40,1.9,8.8,0.4,"Pungent",Heating,"Very Sharp, Light","V+ P+ K-"
ING533,Capsicum (Red),Vegetable,Veg,31,1.0,6.0,0.3,"Sweet, Pungent",Heating,"Light, Dry","V+ P+ K0"
ING534,Capsicum (Yellow),Vegetable,Veg,27,1.0,6.3,0.2,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING535,Romaine Lettuce,Vegetable,Veg,17,1.2,3.3,0.3,"Bitter, Sweet",Cooling,"Light, Moist","V+ P- K-"
ING536,Iceberg Lettuce,Vegetable,Veg,14,0.9,3.0,0.1,"Sweet",Cooling,"Heavy, Moist","V+ P- K+"
ING537,Arugula,Vegetable,Veg,25,2.6,3.7,0.7,"Pungent, Bitter",Heating,"Light, Dry","V+ P+ K-"
ING538,Grapefruit,Fruit,Veg,42,0.8,11.0,0.1,"Sour, Bitter, Sweet",Heating,"Light, Dry","V0 P+ K-"
ING539,Tangerine,Fruit,Veg,53,0.8,13.3,0.3,"Sweet, Sour",Heating,"Light, Moist","V- P+ K0"
ING540,Nectarine,Fruit,Veg,44,1.1,10.6,0.3,"Sweet, Sour",Heating,"Light, Moist","V- P0 K0"
ING541,Hilsa Fish (Ilish),Fish,Non-Veg,250,22.0,0.0,18.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING542,Bhetki Fish (Barramundi),Fish,Non-Veg,97,19.0,0.0,2.0,"Sweet",Heating,"Light, Oily","V- P+ K0"
ING543,Katla Fish (Indian Carp),Fish,Non-Veg,105,19.0,0.0,3.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING544,Pabda Fish (Butter Catfish),Fish,Non-Veg,120,18.0,0.0,5.0,"Sweet",Heating,"Light, Oily","V- P+ K0"
ING545,Tilapia Fish,Fish,Non-Veg,96,20.0,0.0,1.7,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING546,Seer Fish (Surmai),Fish,Non-Veg,134,20.0,0.0,6.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING547,Lady Fish (Kane),Fish,Non-Veg,100,18.0,0.0,3.0,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING548,Pearl Spot Fish (Karimeen),Fish,Non-Veg,95,17.0,0.0,3.0,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING549,Trotters (Paya),Meat,Non-Veg,250,20.0,0.0,18.0,"Sweet",Heating,"Heavy, Sticky","V- P+ K+"
ING550,Brain (Bheja),Meat,Non-Veg,143,12.0,0.0,10.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING551,Liver (Kaleji),Meat,Non-Veg,135,20.0,4.0,3.6,"Sweet, Bitter",Heating,"Light, Dry","V- P+ K-"
ING552,Kidney (Gurda),Meat,Non-Veg,99,17.0,1.0,3.0,"Sweet",Heating,"Light, Dry","V- P0 K0"
ING553,Tripe (Boti),Meat,Non-Veg,85,12.0,0.0,4.0,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P+ K+"
ING554,Salami,Meat,Non-Veg,330,12.0,1.5,30.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING555,Sausage,Meat,Non-Veg,300,12.0,2.0,27.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING556,Bacon,Meat,Non-Veg,541,37.0,1.4,42.0,"Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING557,Ham,Meat,Non-Veg,145,21.0,1.5,6.0,"Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING558,Prosciutto,Meat,Non-Veg,250,25.0,0.0,16.0,"Salty, Sweet",Heating,"Heavy, Dry","V- P+ K+"
ING559,Pepperoni,Meat,Non-Veg,500,22.0,2.0,45.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING560,Chorizo,Meat,Non-Veg,455,24.0,1.9,38.0,"Pungent, Salty",Heating,"Heavy, Oily","V- P+ K+"
ING561,Soy Sauce,Condiment,Veg,53,8.0,5.0,0.1,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING562,Schezwan Sauce,Condiment,Veg,150,2.0,15.0,9.0,"Pungent, Salty, Sour",Heating,"Sharp, Oily","V+ P+ K+"
ING563,Hakka Noodles,Noodles,Veg,138,4.5,25.0,2.1,"Sweet",Heating,"Heavy, Dry","V+ P0 K+"
ING564,Rice Noodles,Noodles,Veg,109,2.0,24.0,0.2,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING565,Udon Noodles,Noodles,Veg,130,4.0,27.0,0.2,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING566,Soba Noodles,Noodles,Veg,99,5.0,21.0,0.1,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING567,Ramen Noodles,Noodles,Veg,138,4.5,25.0,2.1,"Salty, Sweet",Heating,"Heavy, Oily","V+ P0 K+"
ING568,Momo Wrappers,Dough,Veg,290,10.0,60.0,1.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING569,Wonton Wrappers,Dough,Veg,290,10.0,60.0,1.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING570,Spring Roll Wrappers,Dough,Veg,280,7.0,60.0,1.5,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING571,Rice Paper,Dough,Veg,340,1.0,84.0,0.2,"Sweet",Cooling,"Light, Dry","V+ P- K-"
ING572,Panko Breadcrumbs,Bread,Veg,380,14.0,75.0,3.0,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING573,Regular Breadcrumbs,Bread,Veg,393,13.0,73.0,5.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING574,Croutons,Bread,Veg,407,14.0,72.0,7.0,"Salty, Pungent",Heating,"Light, Dry","V+ P+ K-"
ING575,Tortilla (Corn),Bread,Veg,218,5.7,45.0,2.8,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING576,Tortilla (Flour),Bread,Veg,300,8.0,50.0,8.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING577,Taco Shells,Bread,Veg,480,7.0,60.0,24.0,"Salty, Sweet",Heating,"Light, Dry","V+ P+ K-"
ING578,Pita Bread,Bread,Veg,275,9.0,56.0,1.2,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING579,Naan Bread,Bread,Veg,290,9.0,50.0,6.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING580,Kulcha Bread,Bread,Veg,280,8.0,52.0,4.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING581,Spaghetti,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING582,Penne,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING583,Fusilli,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING584,Macaroni,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING585,Lasagna Sheets,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING586,Fettuccine,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING587,Gnocchi,Pasta,Veg,143,3.8,32.0,0.4,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING588,Ravioli (Cheese),Pasta,Veg,210,10.0,25.0,7.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING589,Tortellini (Cheese),Pasta,Veg,210,10.0,25.0,7.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING590,Couscous,Grain,Veg,112,3.8,23.2,0.2,"Sweet",Neutral,"Light, Dry","V+ P0 K0"
ING591,Bulgur Wheat,Grain,Veg,83,3.1,18.6,0.2,"Sweet",Heating,"Heavy, Dry","V+ P0 K+"
ING592,Freekeh,Grain,Veg,120,8.0,21.0,1.5,"Sweet, Pungent",Heating,"Light, Dry","V0 P0 K-"
ING593,Polenta,Grain,Veg,85,2.1,18.0,0.5,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING594,Grits,Grain,Veg,72,1.8,15.0,0.4,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING595,Mozzarella Cheese,Cheese,Veg,280,28.0,3.1,17.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING596,Cheddar Cheese,Cheese,Veg,404,25.0,1.3,33.0,"Salty, Sour",Heating,"Heavy, Oily","V- P+ K+"
ING597,Parmesan Cheese,Cheese,Veg,431,38.0,4.1,29.0,"Salty, Pungent",Heating,"Heavy, Dry","V- P+ K+"
ING598,Feta Cheese,Cheese,Veg,264,14.0,4.1,21.0,"Salty, Sour",Heating,"Heavy, Moist","V- P+ K+"
ING599,Ricotta Cheese,Cheese,Veg,174,11.0,3.0,13.0,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING600,Cream Cheese,Cheese,Veg,342,6.0,4.0,34.0,"Sweet, Sour",Cooling,"Heavy, Oily","V- P- K+"
ING601,Blue Cheese,Cheese,Veg,353,21.0,2.3,29.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING602,Goat Cheese,Cheese,Veg,364,22.0,0.1,30.0,"Sour, Salty",Heating,"Light, Dry","V0 P+ K0"
ING603,Brie Cheese,Cheese,Veg,334,21.0,0.5,28.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING604,Camembert Cheese,Cheese,Veg,300,20.0,0.5,24.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING605,Gouda Cheese,Cheese,Veg,356,25.0,2.2,27.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P+ K+"
ING606,Swiss Cheese,Cheese,Veg,380,27.0,5.4,28.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING607,Provolone Cheese,Cheese,Veg,351,26.0,2.1,27.0,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING608,Mascarpone Cheese,Cheese,Veg,455,5.0,5.0,48.0,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING609,Halloumi Cheese,Cheese,Veg,321,22.0,1.8,26.0,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING610,Manchego Cheese,Cheese,Veg,420,26.0,0.0,35.0,"Salty, Pungent",Heating,"Heavy, Dry","V- P+ K+"
ING611,Tomato Ketchup,Sauce,Veg,112,1.2,25.0,0.1,"Sweet, Sour, Salty",Heating,"Heavy, Moist","V- P+ K+"
ING612,Mayonnaise,Sauce,Veg,720,1.0,1.0,79.0,"Sour, Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING613,Mustard Sauce,Sauce,Veg,143,8.0,8.0,9.0,"Pungent, Sour",Heating,"Light, Oily","V0 P+ K-"
ING614,Barbecue Sauce,Sauce,Veg,130,1.0,32.0,0.2,"Sweet, Sour, Pungent",Heating,"Heavy, Moist","V- P+ K+"
ING615,Pesto Sauce,Sauce,Veg,450,5.0,5.0,45.0,"Pungent, Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING616,Alfredo Sauce,Sauce,Veg,200,6.0,5.0,18.0,"Salty, Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING617,Marinara Sauce,Sauce,Veg,40,1.5,7.0,1.0,"Sour, Sweet, Salty",Heating,"Light, Moist","V- P+ K0"
ING618,Salsa,Sauce,Veg,36,1.5,7.5,0.2,"Pungent, Sour, Salty",Heating,"Light, Moist","V+ P+ K-"
ING619,Guacamole,Sauce,Veg,150,2.0,8.0,14.0,"Sweet, Pungent, Sour",Cooling,"Heavy, Oily","V- P- K+"
ING620,Hummus,Sauce,Veg,166,7.9,14.3,9.6,"Sweet, Astringent, Sour",Cooling,"Heavy, Oily","V- P- K+"
ING621,Tahini,Sauce,Veg,595,17.0,21.0,54.0,"Bitter, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING622,Peanut Butter,Sauce,Veg,588,25.0,20.0,50.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING623,Almond Butter,Sauce,Veg,614,21.0,20.0,56.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING624,Cashew Butter,Sauce,Veg,580,18.0,30.0,46.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING625,Chocolate (Dark),Sweet,Veg,546,4.9,61.0,31.0,"Bitter, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING626,Chocolate (Milk),Sweet,Veg,535,8.0,59.0,30.0,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING627,Chocolate (White),Sweet,Veg,539,6.0,59.0,32.0,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING628,Chocolate Chips,Sweet,Veg,510,5.0,69.0,28.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING629,Marshmallows,Sweet,Veg,318,1.8,79.0,0.2,"Sweet",Cooling,"Light, Sticky","V+ P0 K+"
ING630,Jelly/Jam,Sweet,Veg,260,0.4,68.0,0.1,"Sweet, Sour",Cooling,"Heavy, Moist","V- P- K+"
ING631,Marmalade,Sweet,Veg,250,0.3,65.0,0.1,"Bitter, Sweet, Sour",Heating,"Light, Moist","V0 P+ K0"
ING632,Icing Sugar,Sweetener,Veg,389,0.0,100.0,0.0,"Sweet",Cooling,"Heavy, Fine","V- P- K+"
ING633,Corn Syrup,Sweetener,Veg,286,0.0,78.0,0.0,"Sweet",Cooling,"Heavy, Sticky","V- P- K+"
ING634,Golden Syrup,Sweetener,Veg,290,0.0,80.0,0.0,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING635,Molasses,Sweetener,Veg,290,0.0,75.0,0.1,"Sweet, Bitter",Heating,"Heavy, Moist","V- P+ K-"
ING636,Chaat Masala,Spice,Veg,300,10.0,50.0,8.0,"Sour, Salty, Pungent",Heating,"Light, Dry","V- P+ K-"
ING637,Garam Masala,Spice,Veg,400,12.0,55.0,18.0,"Pungent, Sweet",Heating,"Light, Dry","V- P+ K-"
ING638,Sambar Masala,Spice,Veg,350,15.0,60.0,10.0,"Pungent, Sour, Astringent",Heating,"Light, Dry","V- P+ K-"
ING639,Rasam Powder,Spice,Veg,340,14.0,58.0,9.0,"Pungent, Sour",Heating,"Light, Dry","V- P+ K-"
ING640,Pav Bhaji Masala,Spice,Veg,360,13.0,55.0,12.0,"Pungent, Salty",Heating,"Light, Dry","V- P+ K-"
ING641,Chole Masala,Spice,Veg,370,14.0,58.0,13.0,"Pungent, Sour",Heating,"Light, Dry","V- P+ K-"
ING642,Biryani Masala,Spice,Veg,380,12.0,55.0,15.0,"Pungent, Sweet, Salty",Heating,"Oily, Dry","V- P+ K-"
ING643,Tandoori Masala,Spice,Veg,350,13.0,50.0,11.0,"Pungent, Salty, Sour",Heating,"Light, Dry","V- P+ K-"
ING644,Kitchen King Masala,Spice,Veg,360,13.0,55.0,12.0,"Pungent, Sweet",Heating,"Light, Dry","V- P+ K-"
ING645,Pani Puri Masala,Spice,Veg,280,8.0,50.0,5.0,"Sour, Pungent, Salty",Cooling,"Light, Dry","V- P+ K-"
ING646,Jaljeera Powder,Spice,Veg,250,7.0,45.0,4.0,"Sour, Salty, Pungent",Cooling,"Light, Dry","V- P+ K-"
ING647,Chai Masala,Spice,Veg,320,8.0,60.0,6.0,"Pungent, Sweet",Heating,"Light, Dry","V- P0 K-"
ING648,Goda Masala,Spice,Veg,390,10.0,50.0,18.0,"Pungent, Sweet, Astringent",Heating,"Dry, Oily","V0 P0 K-"
ING649,Khandeshi Masala,Spice,Veg,400,12.0,45.0,20.0,"Pungent",Heating,"Oily, Dry","V+ P+ K-"
ING650,Malvani Masala,Spice,Veg,390,11.0,48.0,19.0,"Pungent, Salty",Heating,"Oily, Dry","V0 P+ K-"
ING651,Chettinad Masala,Spice,Veg,410,12.0,45.0,22.0,"Pungent",Heating,"Oily, Dry","V0 P+ K-"
ING652,Korma Masala,Spice,Veg,420,10.0,40.0,25.0,"Sweet, Pungent",Heating,"Oily, Heavy","V- P0 K+"
ING653,Vindaloo Paste,Spice,Veg,200,5.0,15.0,14.0,"Pungent, Sour",Heating,"Oily, Sharp","V+ P+ K-"
ING654,Thai Green Curry Paste,Spice,Veg,120,4.0,10.0,7.0,"Pungent, Salty, Sour",Heating,"Moist, Sharp","V- P+ K+"
ING655,Thai Red Curry Paste,Spice,Veg,110,3.0,9.0,6.0,"Pungent, Salty",Heating,"Oily, Sharp","V+ P+ K+"
ING656,Thai Yellow Curry Paste,Spice,Veg,130,4.0,12.0,8.0,"Pungent, Sweet, Salty",Heating,"Oily, Moist","V- P+ K0"
ING657,Lemongrass,Herb,Veg,99,1.8,25.0,0.5,"Sour, Pungent",Heating,"Light, Dry","V- P+ K-"
ING658,Galangal,Spice,Veg,71,1.2,15.0,0.8,"Pungent",Heating,"Light, Dry","V- P0 K-"
ING659,Kaffir Lime Leaves,Herb,Veg,60,2.0,15.0,1.0,"Sour, Pungent",Heating,"Light, Dry","V- P+ K-"
ING660,Fish Sauce,Condiment,Non-Veg,35,8.0,0.5,0.0,"Salty",Heating,"Light, Moist","V- P+ K+"
ING661,Oyster Sauce,Condiment,Non-Veg,50,1.5,12.0,0.2,"Salty, Sweet",Heating,"Heavy, Sticky","V- P+ K+"
ING662,Hoisin Sauce,Condiment,Veg,220,2.0,50.0,1.5,"Sweet, Salty",Heating,"Heavy, Sticky","V- P+ K+"
ING663,Plum Sauce,Condiment,Veg,180,0.5,45.0,0.2,"Sweet, Sour",Cooling,"Heavy, Moist","V- P- K+"
ING664,Sweet Chili Sauce,Condiment,Veg,200,0.5,50.0,0.2,"Sweet, Pungent",Heating,"Heavy, Moist","V- P+ K+"
ING665,Sriracha Sauce,Condiment,Veg,80,2.0,16.0,1.0,"Pungent, Sour, Salty",Heating,"Sharp, Moist","V+ P+ K+"
ING666,Rice Vinegar,Vinegar,Veg,18,0.0,0.9,0.0,"Sour",Heating,"Light, Dry","V- P+ K0"
ING667,Apple Cider Vinegar,Vinegar,Veg,21,0.0,0.9,0.0,"Sour",Heating,"Light, Dry","V- P+ K0"
ING668,Balsamic Vinegar,Vinegar,Veg,88,0.5,17.0,0.0,"Sour, Sweet",Heating,"Heavy, Moist","V- P+ K0"
ING669,White Wine Vinegar,Vinegar,Veg,19,0.0,0.1,0.0,"Sour",Heating,"Light, Dry","V- P+ K0"
ING670,Red Wine Vinegar,Vinegar,Veg,19,0.0,0.1,0.0,"Sour, Astringent",Heating,"Light, Dry","V- P+ K0"
ING671,Mirin,Condiment,Veg,240,0.1,45.0,0.0,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING672,Sake,Beverage,Veg,134,0.5,5.0,0.0,"Pungent, Sweet, Bitter",Heating,"Light, Sharp","V0 P+ K-"
ING673,Gochujang Paste,Condiment,Veg,213,4.0,43.0,3.0,"Pungent, Sweet, Salty",Heating,"Heavy, Sticky","V- P+ K+"
ING674,Gochugaru Flakes,Spice,Veg,300,12.0,55.0,10.0,"Pungent",Heating,"Light, Dry","V+ P+ K-"
ING675,Dashi Stock,Stock,Non-Veg,5,1.0,0.2,0.0,"Salty, Sweet",Heating,"Light, Moist","V- P0 K0"
ING676,Kombu (Kelp),Algae,Veg,145,8.0,60.0,0.5,"Salty, Sweet",Cooling,"Light, Dry","V- P- K-"
ING677,Nori (Seaweed),Algae,Veg,35,5.8,5.1,0.3,"Salty, Sweet",Cooling,"Light, Dry","V- P- K-"
ING678,Wakame (Seaweed),Algae,Veg,45,3.0,9.0,0.6,"Salty, Sweet",Cooling,"Light, Moist","V- P- K-"
ING679,Katsuobushi (Bonito Flakes),Fish,Non-Veg,350,77.0,0.5,3.0,"Salty, Sweet",Heating,"Light, Dry","V- P+ K-"
ING680,Cottage Cheese (Low Fat),Dairy,Veg,72,12.0,2.7,1.0,"Sweet",Cooling,"Light, Dry","V- P- K0"
ING681,Greek Yogurt,Dairy,Veg,59,10.0,3.6,0.4,"Sour",Cooling,"Heavy, Dry","V- P- K0"
ING682,Sour Cream,Dairy,Veg,198,2.4,4.6,19.0,"Sour",Cooling,"Heavy, Oily","V- P- K+"
ING683,Masala Oats,Grain,Veg,390,12.0,65.0,8.0,"Salty, Pungent",Heating,"Heavy, Moist","V- P+ K0"
ING684,Corn Flakes,Grain,Veg,357,7.5,84.0,0.4,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING685,Wheat Flakes,Grain,Veg,340,12.0,75.0,2.0,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING686,Ragi Flakes,Grain,Veg,350,7.0,80.0,1.5,"Sweet, Astringent",Heating,"Light, Dry","V+ P0 K-"
ING687,Jowar Flakes,Grain,Veg,345,10.0,78.0,2.0,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING688,Rice Flakes (Poha - Thick),Grain,Veg,346,6.6,77.3,1.2,"Sweet",Cooling,"Heavy, Dry","V+ P- K+"
ING689,Rice Flakes (Poha - Thin),Grain,Veg,346,6.6,77.3,1.2,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING690,Soya Flour,Flour,Veg,435,37.0,32.0,20.0,"Sweet, Astringent",Heating,"Heavy, Oily","V- P+ K+"
ING691,Water Chestnut,Vegetable,Veg,97,1.4,23.9,0.1,"Sweet, Astringent",Cooling,"Heavy, Moist","V+ P- K+"
ING692,Potato Starch,Starch,Veg,357,0.1,88.2,0.1,"Sweet",Cooling,"Heavy, Sticky","V- P- K+"
ING693,Corn Starch,Starch,Veg,381,0.3,91.3,0.1,"Sweet",Heating,"Heavy, Sticky","V+ P0 K+"
ING694,Tapioca Pearls,Starch,Veg,358,0.2,88.7,0.0,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING695,Vermicelli (Rice),Noodles,Veg,364,7.0,83.0,0.6,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING696,Vermicelli (Wheat),Noodles,Veg,350,12.0,75.0,1.5,"Sweet",Heating,"Heavy, Dry","V+ P0 K+"
ING697,Egg Noodles,Noodles,Veg,138,4.5,25.0,2.1,"Sweet",Heating,"Heavy, Oily","V+ P0 K+"
ING698,Whole Wheat Pasta,Pasta,Veg,124,5.5,26.5,0.8,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P+ K+"
ING699,Chickpea Pasta,Pasta,Veg,364,22.0,60.0,4.0,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING700,Lentil Pasta,Pasta,Veg,350,25.0,60.0,1.5,"Sweet, Astringent",Heating,"Light, Dry","V+ P0 K0"